"","daf2chd7_rep1","daf2chd7_rep2","daf2chd7_rep3","daf2chd7_rep4","daf2chd7_rep5","daf2_rep1","daf2_rep2","daf2_rep3","daf2_rep4","daf2_rep5"
"Y53H1B.2",4417,4497,4027,3297,5291,4873,4607,3597,4260,2786
"Y53H1C.3",0,0,0,1,1,0,0,0,0,1
"Y54E10A.10",503,491,532,429,786,621,573,532,803,413
"Y54E10A.11",682,692,776,638,1101,778,683,846,1100,519
"Y54E10A.12",32,20,20,58,43,101,67,116,86,41
"Y54E10A.13",1,2,0,1,1,0,0,2,1,1
"Y54E10A.17",1689,1611,1025,869,1426,1232,797,585,659,338
"Y54E10A.6",224,227,229,186,345,255,223,227,327,213
"Y54E10BL.3",23,16,28,22,42,21,25,21,44,12
"Y54E10BR.2",217,192,186,158,274,247,222,292,322,174
"Y54E10BR.3",534,469,470,444,650,657,405,462,667,374
"Y54E10BR.4",14816,13075,8751,8286,12166,12624,7165,6712,8405,4709
"Y54E10BR.5",439,442,447,401,637,618,553,495,596,346
"Y54E2A.10",158,166,131,113,206,154,109,125,159,104
"Y54E2A.4",575,574,729,676,1070,660,700,917,926,461
"Y54E2A.8",20,15,14,32,26,54,37,71,56,29
"Y54E2A.9",2,11,1,1,5,2,2,5,3,1
"Y54E5A.2",26,12,23,19,21,22,15,19,37,17
"Y54E5A.5",5912,5687,3654,3419,5036,4876,3546,3035,3612,2018
"Y54E5A.7",312,301,277,250,393,285,271,330,422,219
"Y54E5A.8",573,632,462,422,680,659,487,422,459,290
"Y54E5B.2",218,219,199,192,292,294,249,298,449,241
"Y54F10AL.1",327,359,340,295,456,379,326,378,571,227
"Y54F10AM.5",575,615,590,500,917,876,778,609,1097,600
"Y54F10AM.6",28,55,21,26,82,41,20,18,15,15
"Y54F10AM.8",1312,1342,1282,963,1981,3061,3006,2524,3230,1630
"Y54F10AR.1",265,306,331,265,493,312,309,365,570,303
"Y54F10AR.2",766,708,513,464,783,640,507,505,494,239
"Y54F10BM.1",165,147,188,164,228,232,170,258,365,152
"Y54F10BM.12",29,38,17,20,29,40,51,34,28,24
"Y54F10BM.13",52,45,45,34,58,49,41,51,55,23
"Y54F10BM.20",6,6,4,4,5,2,3,1,2,0
"Y54F10BM.3",159,156,91,93,225,85,73,70,71,48
"Y54F10BM.9",295,311,236,197,504,321,317,325,504,255
"Y54G11A.1",407,451,463,382,519,346,339,472,507,243
"Y54G11A.11",408,387,526,397,702,647,530,489,772,390
"Y54G11A.14",18,10,14,8,20,19,14,11,5,5
"Y54G11A.17",227,221,239,199,273,358,283,320,307,156
"Y54G11A.19",19,14,27,17,15,16,20,24,23,13
"Y54G11A.2",282,321,407,300,514,464,436,348,484,283
"Y54G11A.3",36,22,14,64,32,141,81,151,78,38
"Y54G11A.4",219,255,249,188,316,68,79,61,102,54
"Y54G11A.7",534,464,467,365,562,283,179,188,422,217
"Y54G11A.9",89,98,102,77,158,125,81,121,204,103
"Y54G2A.10",835,725,732,615,1017,392,461,482,1305,614
"Y54G2A.11",2042,1951,2396,2082,2856,1336,1390,1341,1967,1040
"Y54G2A.12",49,50,36,48,45,63,24,59,28,18
"Y54G2A.13",1,0,1,0,1,0,0,0,0,0
"Y54G2A.16",107,116,102,73,210,441,508,624,426,168
"Y54G2A.18",1064,958,942,801,1521,1385,1127,979,1250,714
"Y54G2A.19",18,8,15,19,17,27,13,24,20,9
"Y54G2A.23",781,635,651,505,831,809,699,756,862,460
"Y54G2A.26",1851,1618,1606,1396,2665,1609,1104,1511,2342,1236
"Y54G2A.27",3,2,2,6,1,4,4,2,1,1
"Y54G2A.28",9,14,3,5,9,2,3,4,5,2
"Y54G2A.32",227,318,410,329,546,333,401,357,1029,533
"Y54G2A.36",12,9,8,8,12,39,13,25,13,5
"Y54G2A.37",0,0,0,0,2,1,0,2,0,0
"Y54G2A.38",0,0,0,0,2,0,0,2,2,1
"Y54G2A.40",34,31,18,19,27,12,5,8,4,6
"Y54G2A.41",247,224,193,133,200,212,191,157,213,93
"Y54G2A.44",110,112,142,136,240,103,167,171,257,138
"Y54G2A.45",26,26,19,24,40,11,19,15,4,6
"Y54G2A.49",33,28,14,9,13,13,16,18,8,2
"Y54G2A.50",89,79,85,47,195,91,80,118,239,145
"Y54G2A.52",331,359,295,209,323,232,228,218,348,157
"Y54G2A.7",36,33,50,27,28,4,17,23,8,9
"Y54G2A.73",66,66,63,69,114,104,102,147,147,64
"Y54G2A.75",385,401,382,367,546,626,755,679,817,461
"Y54G2A.76",5,14,2,0,20,0,3,2,0,3
"Y54G2A.77",0,3,0,1,3,0,1,0,2,0
"Y54G9A.5",13,19,12,29,21,81,48,86,45,36
"Y54G9A.7",659,629,420,411,677,594,441,418,706,325
"Y54G9A.9",103,76,61,68,114,131,81,73,83,54
"Y54H5A.1",4528,4135,3307,3016,4554,4513,3343,3329,3823,2058
"Y54H5A.2",2919,2694,1957,1926,2821,2355,1759,1865,1870,1094
"Y55B1AL.1",429,462,493,373,696,366,331,346,472,234
"Y55B1AL.2",210,193,160,156,302,206,196,226,219,100
"Y55B1AR.2",388,378,396,339,621,447,371,511,499,278
"Y55B1AR.3",0,0,0,1,0,0,0,1,1,1
"Y55B1AR.4",9,2,6,3,2,5,2,3,4,4
"Y55B1BL.1",2342,2162,1655,1189,1949,1363,755,717,1065,512
"Y55B1BR.1",2,3,1,1,2,2,0,0,1,1
"Y55B1BR.2",254,244,240,216,326,244,223,272,339,158
"Y55B1BR.6",554,573,593,431,866,526,346,443,956,436
"Y55D5A.1",319,265,284,256,469,269,194,182,317,195
"Y55D5A.3",86,104,115,70,143,158,126,100,164,66
"Y55D5A.4",55,80,62,40,85,40,52,50,32,28
"Y55D9A.2",477,428,310,347,470,406,275,326,367,215
"Y55F3AM.11",28,6,11,22,30,40,24,41,31,16
"Y55F3AM.13",1087,1059,743,713,1029,1038,966,862,1260,630
"Y55F3AM.14",17,11,11,2,41,2,23,16,25,7
"Y55F3AM.21",6,2,4,2,2,8,3,7,5,2
"Y55F3AM.3",589,568,797,571,699,816,697,835,761,434
"Y55F3AM.5",110,123,115,82,168,110,99,95,122,97
"Y55F3AM.9",542,520,509,468,633,718,488,503,756,434
"Y55F3AR.1",150,118,147,117,215,133,122,138,207,101
"Y55F3AR.2",322,314,390,363,486,402,399,397,495,254
"Y55F3BL.4",101,67,62,69,132,102,90,74,105,46
"Y55F3BL.6",1,0,1,1,1,1,3,2,1,1
"Y55F3BR.1",350,329,401,315,511,434,404,419,553,264
"Y55F3BR.10",167,146,151,144,153,119,78,116,185,92
"Y55F3BR.11",34,36,42,25,30,33,21,25,31,17
"Y55F3BR.2",74,72,44,42,62,56,36,66,41,19
"Y55F3BR.6",190,155,180,171,241,114,68,82,104,53
"Y55F3C.10",1,1,1,2,6,2,1,2,2,2
"Y55F3C.9",59,56,42,32,83,63,67,64,87,59
"Y55H10A.2",23,13,47,29,33,27,21,19,57,33
"Y56A3A.16",174,192,170,183,259,222,188,287,282,145
"Y56A3A.18",7459,8016,4615,4423,8252,9167,8921,6524,7553,3996
"Y56A3A.19",390,393,409,329,591,601,518,526,612,284
"Y56A3A.2",893,951,1129,818,1288,1076,1125,1086,1532,728
"Y56A3A.22",301,259,238,269,440,299,191,284,351,193
"Y56A3A.28",189,148,140,126,235,214,155,212,232,132
"Y56A3A.30",16,9,7,9,10,6,1,9,13,7
"Y56A3A.31",234,227,230,196,275,239,206,228,280,141
"Y56A3A.33",2492,2154,1411,1442,2098,3608,1687,1504,2291,1235
"Y56A3A.36",105,100,107,82,142,108,77,100,136,81
"Y56A3A.41",0,1,0,1,1,1,0,1,2,0
"Y56A3A.6",399,384,460,298,481,348,403,397,308,187
"Y56A3A.7",899,921,1041,805,1344,1056,853,916,1211,607
"Y57A10A.1",4,2,6,16,10,33,15,38,26,18
"Y57A10A.13",668,769,758,611,964,930,878,920,1024,581
"Y57A10A.14",297,275,236,160,390,590,397,342,424,178
"Y57A10A.2",25,27,7,20,41,38,30,41,39,19
"Y57A10A.23",362,410,468,269,757,83,109,87,153,86
"Y57A10A.24",3,4,2,1,1,2,0,1,3,0
"Y57A10A.27",202,238,247,174,368,257,283,222,366,221
"Y57A10A.29",107,103,97,78,157,111,101,97,101,53
"Y57A10A.3",11,5,8,12,15,17,11,19,19,14
"Y57A10A.31",76,56,81,148,117,193,177,355,205,113
"Y57A10A.4",5,2,5,4,6,6,5,10,9,4
"Y57A10A.5",15,6,5,14,17,32,16,37,29,20
"Y57A10A.7",3,2,4,2,5,6,2,13,16,10
"Y57A10A.8",88,72,88,67,100,86,79,124,137,69
"Y57A10B.2",63,37,38,42,52,71,53,76,64,21
"Y57A10B.6",0,3,3,2,3,1,4,0,6,8
"Y57A10B.7",0,0,1,0,0,1,0,0,0,0
"Y57A10C.1",0,0,0,0,1,0,0,0,0,1
"Y57A10C.10",2,3,4,4,12,3,10,7,2,4
"Y57A10C.11",0,1,0,0,0,0,0,0,0,1
"Y57A10C.8",0,0,2,4,4,3,2,0,2,4
"Y57A10C.9",19,17,10,9,12,4,3,9,13,8
"Y57E12AL.1",1686,1561,1743,1458,2181,1844,1522,1388,2573,1418
"Y57E12AL.4",7,12,13,14,12,5,5,4,11,8
"Y57E12AL.6",330,332,329,315,532,515,356,356,563,333
"Y57E12AM.1",501,446,407,381,606,523,379,416,550,328
"Y57E12AR.1",296,274,279,230,488,220,260,237,353,195
"Y57E12B.1",45,25,47,38,27,6,10,2,3,1
"Y57E12B.10",8,8,19,6,17,40,90,109,41,15
"Y57E12B.11",48,44,67,38,53,8,14,13,11,1
"Y57E12B.4",348,296,529,342,133,10,63,30,19,4
"Y57G11A.2",0,1,0,0,1,1,0,1,0,0
"Y57G11A.4",274,351,299,275,572,224,223,207,303,143
"Y57G11A.5",1,1,1,0,1,1,0,1,0,0
"Y57G11B.2",212,231,153,142,168,148,266,229,113,64
"Y57G11B.5",1,0,0,1,1,10,21,35,3,2
"Y57G11B.6",15,7,12,10,30,12,3,4,19,10
"Y57G11B.8",0,1,0,0,0,0,1,1,0,0
"Y57G11C.1130",3,4,2,3,15,8,5,6,10,4
"Y57G11C.1131",0,0,0,0,0,1,0,0,0,1
"Y57G11C.1142",0,0,0,0,1,1,1,1,0,0
"Y57G11C.1144",0,0,0,0,1,6,1,5,6,1
"Y57G11C.14",13,10,16,11,19,14,11,15,13,15
"Y57G11C.22",239,238,270,188,345,213,293,310,412,241
"Y57G11C.23",1,0,0,1,2,1,2,1,3,0
"Y57G11C.3",437,446,488,409,669,608,574,520,690,366
"Y57G11C.30",0,0,1,1,3,3,0,3,3,1
"Y57G11C.31",303,346,298,187,402,198,189,171,171,89
"Y57G11C.32",50,51,59,60,81,62,70,74,248,133
"Y57G11C.33",263,251,259,222,382,342,364,359,443,220
"Y57G11C.36",308,272,292,243,533,330,245,287,564,328
"Y57G11C.38",112,191,164,182,314,178,275,228,397,184
"Y57G11C.39",13,8,6,1,3,2,1,2,0,0
"Y57G11C.40",258,275,127,145,247,338,261,213,207,120
"Y57G11C.41",12,24,18,9,27,7,19,4,7,7
"Y57G11C.42",6,5,2,7,8,4,17,12,12,4
"Y57G11C.43",209,199,230,218,319,292,248,267,304,194
"Y57G11C.44",0,1,1,1,3,1,0,2,1,1
"Y57G11C.46",32,46,45,37,78,27,39,45,67,30
"Y57G11C.48",0,1,0,0,1,0,0,0,0,0
"Y57G11C.499",3,0,0,1,0,3,1,2,1,1
"Y57G11C.5",486,455,248,255,492,521,295,216,252,143
"Y57G11C.51",14,5,5,14,11,22,9,29,26,14
"Y57G11C.52",4,4,4,7,3,5,2,8,7,1
"Y57G11C.6",17,10,2,8,15,9,5,6,1,4
"Y57G11C.8",14,10,10,10,20,21,13,18,26,16
"Y57G11C.9",1333,1303,1393,1101,2341,1246,1110,1395,2022,1013
"Y57G7A.1",52,59,61,46,106,41,82,64,52,32
"Y57G7A.11",47,60,40,50,115,90,95,69,113,60
"Y57G7A.2",2,0,2,0,0,2,2,0,2,3
"Y57G7A.3",0,0,0,1,0,0,0,0,3,0
"Y57G7A.5",0,3,1,0,5,1,2,2,7,1
"Y57G7A.6",1,1,1,2,4,2,0,0,5,1
"Y58A7A.1",109,119,66,59,96,93,71,90,123,61
"Y58A7A.2",14,12,1,1,29,0,7,3,1,1
"Y58A7A.3",85,93,112,85,102,78,81,87,141,71
"Y58A7A.4",8,4,11,7,7,15,7,11,11,4
"Y58A7A.5",29,35,71,63,56,27,73,50,106,49
"Y58G8A.5",6,6,9,2,28,14,0,5,15,1
"Y59A8B.12",17,15,16,30,24,73,29,76,41,33
"Y59A8B.19",18,20,18,25,70,201,19,32,119,2
"Y59A8B.21",438,518,781,554,762,626,722,806,1366,665
"Y59A8B.24",14,2,5,13,9,4,1,4,5,4
"Y59A8B.26",6,10,3,10,42,79,7,8,69,3
"Y59A8B.8",203,176,195,144,311,236,209,248,229,131
"Y59C2A.1",427,462,417,404,469,155,191,238,217,118
"Y59C2A.2",267,257,281,220,452,299,248,296,361,215
"Y59C2A.3",1225,1041,1126,1059,1696,1061,744,1033,1804,1051
"Y59E9AL.36",219,184,233,209,331,272,243,268,395,218
"Y59E9AL.4",78,79,66,54,111,4,2,4,4,2
"Y59H11AM.1",2,0,0,1,0,0,1,0,0,0
"Y59H11AM.4",0,0,0,1,1,2,1,2,2,1
"Y59H11AR.10",0,0,0,1,0,1,0,0,0,0
"Y59H11AR.3",0,2,4,3,8,0,3,3,10,2
"Y59H11AR.4",123,139,134,101,177,138,375,244,74,51
"Y5F2A.4",196,143,162,149,291,216,163,215,233,156
"Y5H2A.4",4,2,2,6,4,3,1,0,1,1
"Y5H2B.1",14,7,9,3,12,6,2,4,11,2
"Y5H2B.3",0,1,1,1,2,3,0,1,2,0
"Y60A3A.16",1,4,4,4,1,2,1,3,1,1
"Y60A3A.19",239,246,304,220,393,308,334,316,454,244
"Y60A3A.21",417,534,590,492,1118,933,1649,1142,894,506
"Y60A3A.23",10,21,18,5,19,11,18,16,9,4
"Y60A3A.24",93,67,44,53,84,93,63,57,94,63
"Y60A3A.25",21,25,20,17,24,4,9,12,14,9
"Y60A3A.8",221,220,241,174,334,224,192,215,293,155
"Y60A3A.9",735,750,671,543,1033,762,730,648,1117,622
"Y60A9.3",0,1,2,0,0,0,2,5,1,0
"Y60C6A.1",3509,3888,4010,3194,5672,2582,3881,2801,2514,1217
"Y61A9LA.1",602,477,510,458,620,541,326,425,434,239
"Y61A9LA.10",1109,1046,1042,889,1458,1547,1129,1303,2187,1095
"Y61A9LA.11",75,85,65,71,117,102,102,87,118,53
"Y61A9LA.12",21,18,13,11,33,22,9,17,28,16
"Y61A9LA.3",807,732,793,626,1120,645,569,744,1166,570
"Y61A9LA.4",2,1,2,0,2,1,0,1,0,1
"Y61A9LA.7",16,8,6,2,11,7,5,2,6,3
"Y61B8A.6",6,10,4,5,25,1,4,2,4,2
"Y62E10A.13",4019,4309,3719,2992,5226,4177,2459,2313,1869,883
"Y62E10A.19",70,88,64,57,143,94,87,74,90,54
"Y62E10A.2",405,386,390,304,625,450,551,526,465,255
"Y62E10A.20",62,86,56,46,82,55,89,84,92,58
"Y62E10A.6",180,193,177,143,296,181,147,186,245,130
"Y62F5A.12",66,78,69,87,87,119,137,186,116,55
"Y62F5A.9",9,11,3,12,28,4,12,11,11,6
"Y62H9A.1",3,3,2,0,9,3,1,2,2,0
"Y62H9A.10",12,17,9,3,8,8,22,17,17,6
"Y62H9A.11",50,43,50,24,33,45,33,55,73,36
"Y62H9A.12",0,0,0,0,0,6,3,2,2,4
"Y62H9A.13",36,34,26,13,56,51,55,61,97,47
"Y62H9A.14",1,1,0,0,0,3,0,1,0,0
"Y62H9A.15",143,159,113,94,135,117,119,95,137,55
"Y62H9A.2",0,0,0,0,0,0,0,2,0,0
"Y62H9A.3",12,8,21,52,12,70,146,186,57,43
"Y62H9A.4",3,4,5,10,2,12,42,29,16,18
"Y62H9A.5",18,4,13,17,5,44,182,143,47,54
"Y62H9A.7",1,0,0,0,1,1,1,1,2,0
"Y62H9A.8",0,0,0,0,1,1,0,0,0,0
"Y62H9A.9",0,0,0,0,0,0,0,2,0,0
"Y63D3A.7",255,243,258,205,380,340,328,305,369,211
"Y63D3A.8",215,231,248,211,300,275,281,321,410,210
"Y64G10A.2",0,1,0,1,0,0,0,0,1,0
"Y64G10A.7",194,212,208,154,362,124,91,111,148,82
"Y64H9A.2",4,7,0,0,9,1,6,4,3,2
"Y65A5A.1",172,156,160,133,321,124,72,73,116,63
"Y65A5A.2",12,13,7,33,23,76,29,104,60,43
"Y65A5A.24",3,1,0,0,1,0,1,0,1,0
"Y65B4A.1",478,405,477,410,595,545,369,501,652,352
"Y65B4A.2",296,280,339,259,507,447,425,449,651,395
"Y65B4A.6",530,558,737,525,828,860,890,985,1168,664
"Y65B4A.8",85,87,102,80,165,94,79,111,166,91
"Y65B4A.9",0,0,5,0,1,1,2,0,0,1
"Y65B4BL.1",1974,1569,1842,1539,1973,143,85,78,128,53
"Y65B4BL.3",7,4,7,16,12,32,13,33,26,11
"Y65B4BL.4",12,4,7,29,8,44,36,69,56,20
"Y65B4BL.6",13,5,5,6,15,6,39,14,26,8
"Y65B4BL.7",234,203,161,133,128,142,87,84,75,47
"Y65B4BR.1",22,29,22,17,98,2,23,13,10,5
"Y66A7A.2",92,79,118,86,176,113,127,96,142,60
"Y66A7A.4",7,6,2,1,6,5,2,2,3,3
"Y66A7A.7",71,50,59,38,111,20,27,15,36,16
"Y66C5A.1",6,9,7,8,15,9,13,14,6,7
"Y66D12A.10",479,427,382,318,444,504,383,386,443,241
"Y66D12A.11",2,1,0,1,3,3,4,2,1,0
"Y66D12A.13",247,295,308,223,423,328,273,254,331,157
"Y66D12A.16",3,3,6,20,9,23,10,36,18,14
"Y66D12A.19",50,26,54,63,74,95,61,98,78,43
"Y66D12A.21",220,211,213,179,330,288,366,377,349,150
"Y66D12A.3",1,0,1,0,2,2,1,0,2,0
"Y66D12A.6",4,1,3,15,7,24,7,33,9,9
"Y66D12A.7",48,42,43,31,42,46,54,41,57,32
"Y66D12A.8",448,424,422,364,546,536,452,525,515,267
"Y66D12A.9",176,138,149,142,227,209,159,163,186,132
"Y66H1A.4",735,729,849,665,1160,973,897,1055,1461,729
"Y66H1A.5",268,313,345,296,511,482,553,429,839,409
"Y66H1A.8",4,9,6,6,17,5,16,11,22,3
"Y67A10A.10",120,179,199,159,337,204,395,306,424,243
"Y67A10A.11",2,1,4,1,3,6,5,1,8,4
"Y67A10A.3",0,1,0,0,3,1,0,0,0,0
"Y67A10A.7",367,342,239,245,504,263,200,243,305,154
"Y67A10A.9",432,426,297,237,473,286,176,216,323,174
"Y67A6A.1",5,3,2,2,9,3,3,4,5,7
"Y67D2.2",272,249,295,236,398,355,317,348,446,236
"Y67D2.4",81,89,93,75,131,82,72,85,90,60
"Y67D2.5",234,225,177,157,272,220,187,192,194,115
"Y67D2.7",134,130,169,162,198,228,242,281,289,187
"Y67D8A.2",843,740,800,763,1156,817,638,844,1059,610
"Y67D8B.1",8,21,12,6,13,5,10,7,13,12
"Y67D8B.2",14,8,15,21,51,29,59,40,146,84
"Y67D8B.4",144,133,165,103,209,130,125,118,377,222
"Y67D8C.22",2,0,7,2,6,3,2,2,2,1
"Y67D8C.3",99,108,87,122,160,119,99,100,180,86
"Y67D8C.6",3,2,2,3,0,1,0,0,0,2
"Y67D8C.9",353,373,364,274,531,324,198,263,343,182
"Y67H2A.10",277,266,335,273,450,312,219,328,372,263
"Y67H2A.2",530,484,444,420,622,549,440,485,540,336
"Y67H2A.7",418,398,303,299,422,348,230,224,343,185
"Y68A4A.10",0,0,0,1,1,0,2,1,1,0
"Y68A4A.13",174,184,198,191,340,205,338,287,394,181
"Y68A4B.3",1,0,0,0,1,0,0,0,1,0
"Y69A2AL.2",154,201,204,179,267,76,120,98,127,68
"Y69A2AR.1",539,536,565,544,833,737,506,658,912,503
"Y69A2AR.16",358,287,447,383,711,424,346,482,717,359
"Y69A2AR.18",5944,6121,4683,4137,7153,5102,4496,3758,6934,3804
"Y69A2AR.19",8,9,11,7,12,3,4,4,5,3
"Y69A2AR.21",213,193,220,206,333,301,440,368,280,151
"Y69A2AR.23",0,1,0,0,0,1,0,1,0,1
"Y69A2AR.25",0,0,0,0,1,1,0,0,0,0
"Y69A2AR.28",65,32,54,63,101,113,50,94,84,43
"Y69A2AR.3",233,248,223,164,406,325,469,369,393,187
"Y69A2AR.31",253,276,278,216,391,131,143,169,152,75
"Y69A2AR.32",74,71,52,70,48,88,67,95,77,45
"Y69E1A.1",1,1,0,0,0,1,0,0,0,1
"Y69E1A.2",1,0,1,0,1,0,0,0,0,0
"Y69E1A.5",849,867,418,362,535,537,264,224,174,122
"Y69E1A.8",1,1,1,0,1,0,0,1,0,1
"Y69F12A.1",13,9,8,8,13,7,4,7,5,3
"Y69H2.1",73,91,65,58,108,63,87,82,111,58
"Y69H2.10",1166,1341,1972,1587,3128,1407,1484,1924,3493,1755
"Y69H2.15",91,83,54,45,109,84,69,62,42,32
"Y69H2.17",7,6,5,10,10,7,12,11,7,3
"Y69H2.3",2242,2145,1747,1877,3424,2579,3199,3976,3548,1693
"Y69H2.7",128,103,126,113,149,177,130,171,162,82
"Y69H2.9",564,522,486,385,587,555,323,305,373,202
"Y6B3B.1",5,0,3,2,13,8,6,9,3,5
"Y6B3B.3",0,2,1,1,3,0,3,2,1,4
"Y6B3B.4",807,733,795,737,1052,849,708,875,1288,677
"Y6B3B.9",166,143,198,142,270,173,168,192,261,126
"Y6D1A.1",174,162,149,120,268,159,138,170,215,133
"Y6D1A.2",31,30,16,19,80,32,27,16,33,10
"Y6E2A.1",5,2,2,4,2,1,1,0,2,0
"Y6E2A.10",3,1,0,1,7,1,1,2,7,2
"Y6E2A.4",3142,2726,1961,1776,2538,2058,1300,1541,1829,997
"Y6E2A.5",288,274,179,207,742,205,164,200,421,217
"Y6E2A.7",55,46,27,40,225,33,53,32,101,51
"Y6G8.16",0,0,0,0,1,0,0,0,1,0
"Y6G8.2",341,390,306,256,374,296,187,226,330,191
"Y6G8.5",5,3,4,2,2,0,0,1,0,0
"Y6G8.8",0,0,0,0,1,2,0,1,0,1
"Y6G8.9",59,58,47,22,44,38,26,25,23,7
"Y70C5A.2",16,15,7,7,15,6,4,9,19,10
"Y70C5A.3",32,48,38,19,27,8,42,29,18,16
"Y70C5C.1",1,2,1,2,2,2,2,3,6,0
"Y70D2A.1",13,15,17,11,16,12,19,14,28,4
"Y70G10A.2",73,63,121,96,90,21,18,21,76,48
"Y70G10A.3",4353,4095,4601,3942,6227,3739,2253,2626,4591,2396
"Y71A12B.10",5,9,7,8,22,6,9,4,11,5
"Y71A12B.11",4,4,2,2,10,5,0,7,4,3
"Y71A12B.12",96,113,66,64,161,70,37,65,79,39
"Y71A12B.15",3,0,1,2,9,2,4,7,6,0
"Y71A12B.23",1,0,0,0,0,0,0,1,0,1
"Y71A12B.25",0,0,0,0,2,1,0,1,0,0
"Y71A12B.8",168,168,147,164,940,354,215,345,348,184
"Y71A12C.2",55,50,42,37,45,43,23,27,44,25
"Y71F9AL.1",131,148,151,109,194,205,179,175,225,129
"Y71F9AL.10",548,472,535,482,656,576,291,371,735,405
"Y71F9AL.11",8,11,5,6,14,7,7,12,4,5
"Y71F9AL.12",486,454,337,339,523,366,370,353,341,153
"Y71F9AL.4",29,32,21,19,35,45,28,29,31,15
"Y71F9AL.8",91,65,75,69,98,106,65,108,63,41
"Y71F9AL.9",2825,2787,3441,2683,4481,3525,3542,3123,4857,2603
"Y71F9AR.2",17,25,15,15,34,26,36,29,31,27
"Y71F9AR.4",59,57,57,43,103,80,54,48,63,45
"Y71F9B.13",1121,1068,818,715,981,942,629,552,672,358
"Y71F9B.15",1,0,0,0,0,0,0,2,0,0
"Y71F9B.2",314,323,236,242,400,256,197,279,323,176
"Y71F9B.6",254,286,225,178,304,299,262,311,354,188
"Y71F9B.9",78,57,48,45,108,122,94,80,117,66
"Y71G10AL.1",515,570,610,528,903,797,750,929,1279,619
"Y71G10AR.4",2806,2733,2231,2095,3237,2074,2079,2225,2948,1464
"Y71G12A.4",1,5,0,0,14,8,4,5,1,4
"Y71G12B.10",235,243,248,247,431,281,253,312,300,174
"Y71G12B.13",252,261,321,254,422,376,326,319,517,254
"Y71G12B.17",50,37,76,50,67,35,60,47,61,15
"Y71G12B.18",2,2,1,0,5,2,4,2,3,1
"Y71G12B.2",36,46,36,23,46,13,25,11,13,11
"Y71G12B.22",9,3,6,12,10,8,2,4,12,3
"Y71G12B.23",140,131,99,87,175,136,110,116,147,89
"Y71G12B.27",0,1,2,0,0,0,0,0,0,0
"Y71G12B.3",2,2,1,1,0,1,0,1,0,1
"Y71G12B.30",36,50,26,15,33,9,8,10,8,4
"Y71G12B.31",130,115,79,89,148,95,54,76,59,27
"Y71G12B.32",37,43,33,20,25,11,10,9,13,6
"Y71G12B.33",0,0,0,0,2,0,0,0,1,1
"Y71G12B.35",65,67,57,47,92,52,58,54,88,33
"Y71G12B.5",2,1,3,0,2,5,1,5,0,0
"Y71G12B.6",352,419,446,330,653,328,338,265,360,236
"Y71H10B.1",485,573,584,441,748,795,505,627,657,365
"Y71H2AL.2",119,154,100,82,175,142,123,120,105,55
"Y71H2AM.1",2680,2439,1567,1540,2129,2370,1464,1442,1625,829
"Y71H2AM.10",209,224,226,186,353,150,156,168,305,150
"Y71H2AM.11",644,663,608,459,1000,583,470,472,625,343
"Y71H2AM.12",10,10,4,7,19,8,7,6,6,7
"Y71H2AM.13",1741,1818,1496,1386,1902,1113,1150,1107,1357,710
"Y71H2AM.14",24,33,32,28,61,36,33,32,34,23
"Y71H2AM.15",92,75,90,50,79,57,30,39,52,27
"Y71H2AM.2",419,376,347,310,520,437,324,414,540,317
"Y71H2AM.20",391,387,411,352,552,457,342,361,505,265
"Y71H2AM.25",3,4,4,1,5,1,0,0,1,1
"Y71H2AM.3",306,271,283,256,361,223,149,217,278,144
"Y71H2AM.4",801,716,620,572,982,562,592,430,755,417
"Y71H2AM.5",2939,2905,2091,1895,2863,3165,2234,1801,2386,1254
"Y71H2AM.6",85,92,95,78,164,120,119,101,109,63
"Y71H2AM.9",151,142,145,119,225,176,118,159,227,111
"Y71H2AR.1",143,137,122,113,202,188,138,150,167,77
"Y71H2AR.2",28,44,52,33,669,14,37,22,125,79
"Y71H2B.1",313,307,178,131,201,203,164,150,86,38
"Y71H2B.11",87,95,57,48,118,86,72,90,102,40
"Y71H2B.2",639,623,486,438,627,637,446,522,465,309
"Y71H2B.4",2350,2423,1785,1630,2518,2805,1961,1713,2643,1367
"Y71H2B.5",270,246,294,237,461,269,223,298,372,222
"Y71H2B.8",31,47,34,29,54,25,31,20,44,23
"Y71H9A.10",1,1,0,0,2,2,0,2,0,0
"Y72A10A.1",571,598,519,392,687,531,370,344,567,274
"Y73B3A.1",13,8,10,33,21,89,82,185,61,40
"Y73B3A.11",2,2,0,0,0,0,0,0,2,1
"Y73B3A.13",0,3,3,0,1,0,1,0,1,0
"Y73B3A.16",1,2,2,0,0,2,4,2,4,1
"Y73B3A.18",109,127,133,85,174,221,268,239,245,119
"Y73B3A.20",35,32,23,28,47,40,39,38,53,29
"Y73B3A.4",25,34,25,28,55,48,29,59,52,38
"Y73B3A.7",0,0,0,0,0,1,0,0,1,0
